first_name,last_name,gender,matriculation_year,matriculation_number,student_id,college,class_of,level,level_for_sorting
Michele,Hanson,F,2023,1810,2023-1810,STC,2027,Senior,3
Nicole,Powers,F,2023,1811,2023-1811,STL,2027,Senior,3
Sarah,Wright,F,2023,1812,2023-1812,STM,2027,Senior,3
Angela,Nixon,F,2023,1813,2023-1813,STM,2027,Senior,3
Cynthia,Maxwell,F,2023,1814,2023-1814,STB,2027,Senior,3
Makayla,Acevedo,F,2023,1815,2023-1815,STB,2027,Senior,3
Sarah,Jones,F,2023,1816,2023-1816,STL,2027,Senior,3
Hannah,Hall,F,2023,1817,2023-1817,STB,2027,Senior,3
Angela,Nelson,F,2023,1818,2023-1818,STM,2027,Senior,3
Mary,Ramirez,F,2023,1819,2023-1819,STC,2027,Senior,3
Beverly,Kim,F,2023,1820,2023-1820,STB,2027,Senior,3
Tamara,Gibson,F,2023,1821,2023-1821,STC,2027,Senior,3
Gina,Henson,F,2023,1822,2023-1822,STM,2027,Senior,3
Amanda,Williams,F,2023,1823,2023-1823,STC,2027,Senior,3
Kimberly,Nguyen,F,2023,1824,2023-1824,STB,2027,Senior,3
Sandra,West,F,2023,1825,2023-1825,STL,2027,Senior,3
Maria,Vasquez,F,2023,1826,2023-1826,STM,2027,Senior,3
Marie,Hood,F,2023,1827,2023-1827,STB,2027,Senior,3
Martha,Jones,F,2023,1828,2023-1828,STM,2027,Senior,3
Tabitha,Harrell,F,2023,1829,2023-1829,STC,2027,Senior,3
Julie,Beck,F,2023,1830,2023-1830,STB,2027,Senior,3
Rachel,Hamilton,F,2023,1831,2023-1831,STB,2027,Senior,3
Briana,Fisher,F,2023,1832,2023-1832,STM,2027,Senior,3
Caroline,Koch,F,2023,1833,2023-1833,STM,2027,Senior,3
Elizabeth,Johnson,F,2023,1834,2023-1834,STM,2027,Senior,3
Chloe,Green,F,2023,1835,2023-1835,STC,2027,Senior,3
Deborah,Lane,F,2023,1836,2023-1836,STM,2027,Senior,3
Andrea,Ramsey,F,2023,1837,2023-1837,STL,2027,Senior,3
Jessica,Robles,F,2023,1838,2023-1838,STL,2027,Senior,3
Frances,Davis,F,2023,1839,2023-1839,STM,2027,Senior,3
Maria,Leonard,F,2023,1840,2023-1840,STM,2027,Senior,3
Katherine,Casey,F,2023,1841,2023-1841,STM,2027,Senior,3
Natasha,Dunn,F,2023,1842,2023-1842,STB,2027,Senior,3
Teresa,Mueller,F,2023,1843,2023-1843,STM,2027,Senior,3
Rachel,Oneal,F,2023,1844,2023-1844,STL,2027,Senior,3
Carolyn,Rodriguez,F,2023,1845,2023-1845,STB,2027,Senior,3
Tiffany,Norton,F,2023,1846,2023-1846,STM,2027,Senior,3
Ashley,Gonzalez,F,2023,1847,2023-1847,STM,2027,Senior,3
Courtney,Whitaker,F,2023,1848,2023-1848,STL,2027,Senior,3
Ashley,Morales,F,2023,1849,2023-1849,STL,2027,Senior,3
Emma,Patton,F,2023,1850,2023-1850,STM,2027,Senior,3
Jennifer,Hernandez,F,2023,1851,2023-1851,STB,2027,Senior,3
Brenda,Miller,F,2023,1852,2023-1852,STC,2027,Senior,3
Janice,Jones,F,2023,1853,2023-1853,STC,2027,Senior,3
Michele,Nguyen,F,2023,1854,2023-1854,STM,2027,Senior,3
Katherine,Cook,F,2023,1855,2023-1855,STM,2027,Senior,3
Hannah,Cross,F,2023,1856,2023-1856,STB,2027,Senior,3
Madison,White,F,2023,1857,2023-1857,STL,2027,Senior,3
Jennifer,Mckinney,F,2023,1858,2023-1858,STB,2027,Senior,3
Meghan,Mooney,F,2023,1859,2023-1859,STM,2027,Senior,3
Michelle,Bailey,F,2023,1860,2023-1860,STM,2027,Senior,3
Brenda,Baldwin,F,2023,1861,2023-1861,STM,2027,Senior,3
Mary,Zimmerman,F,2023,1862,2023-1862,STM,2027,Senior,3
Maria,Robertson,F,2023,1863,2023-1863,STL,2027,Senior,3
Mia,Jones,F,2023,1864,2023-1864,STM,2027,Senior,3
Molly,Shaffer,F,2023,1865,2023-1865,STM,2027,Senior,3
Allison,Saunders,F,2023,1866,2023-1866,STC,2027,Senior,3
Lacey,Morris,F,2023,1867,2023-1867,STB,2027,Senior,3
Patricia,Stevens,F,2023,1868,2023-1868,STM,2027,Senior,3
Victoria,Leon,F,2023,1869,2023-1869,STM,2027,Senior,3
Jacqueline,Jimenez,F,2023,1870,2023-1870,STM,2027,Senior,3
Morgan,Cline,F,2023,1871,2023-1871,STL,2027,Senior,3
Wanda,Guzman,F,2023,1872,2023-1872,STL,2027,Senior,3
Amy,Gonzalez,F,2023,1873,2023-1873,STB,2027,Senior,3
Rebekah,Smith,F,2023,1874,2023-1874,STM,2027,Senior,3
Miranda,Davis,F,2023,1875,2023-1875,STC,2027,Senior,3
Claudia,Flores,F,2023,1876,2023-1876,STB,2027,Senior,3
Mary,Morgan,F,2023,1877,2023-1877,STC,2027,Senior,3
Kristen,Castaneda,F,2023,1878,2023-1878,STC,2027,Senior,3
Terry,Brooks,F,2023,1879,2023-1879,STB,2027,Senior,3
Sabrina,Stevens,F,2023,1880,2023-1880,STM,2027,Senior,3
Ashley,Davila,F,2023,1881,2023-1881,STC,2027,Senior,3
Patricia,Conrad,F,2023,1882,2023-1882,STB,2027,Senior,3
Cindy,Sherman,F,2023,1883,2023-1883,STM,2027,Senior,3
Shelly,Roberts,F,2023,1884,2023-1884,STL,2027,Senior,3
Linda,Christensen,F,2023,1885,2023-1885,STL,2027,Senior,3
Tina,Faulkner,F,2023,1886,2023-1886,STC,2027,Senior,3
Betty,Jones,F,2023,1887,2023-1887,STL,2027,Senior,3
Melissa,Cole,F,2023,1888,2023-1888,STC,2027,Senior,3
Brittney,Mahoney,F,2023,1889,2023-1889,STL,2027,Senior,3
Jessica,Delgado,F,2023,1890,2023-1890,STM,2027,Senior,3
Megan,Trevino,F,2023,1891,2023-1891,STM,2027,Senior,3
Stephanie,Barnes,F,2023,1892,2023-1892,STM,2027,Senior,3
Melissa,Thomas,F,2023,1893,2023-1893,STB,2027,Senior,3
Gabrielle,Gomez,F,2023,1894,2023-1894,STM,2027,Senior,3
Jenna,Avila,F,2023,1895,2023-1895,STC,2027,Senior,3
Sharon,Fox,F,2023,1896,2023-1896,STM,2027,Senior,3
Hannah,George,F,2023,1897,2023-1897,STM,2027,Senior,3
Lisa,Lopez,F,2023,1898,2023-1898,STL,2027,Senior,3
Christina,Calhoun,F,2023,1899,2023-1899,STL,2027,Senior,3
Melissa,Ortiz,F,2023,1900,2023-1900,STC,2027,Senior,3
Kimberly,Gonzalez,F,2023,1901,2023-1901,STB,2027,Senior,3
Amanda,Thomas,F,2023,1902,2023-1902,STM,2027,Senior,3
Krista,Brown,F,2023,1903,2023-1903,STM,2027,Senior,3
Melinda,Martinez,F,2023,1904,2023-1904,STL,2027,Senior,3
Amy,Harris,F,2023,1905,2023-1905,STL,2027,Senior,3
Suzanne,Brady,F,2023,1906,2023-1906,STL,2027,Senior,3
Kelly,Mata,F,2023,1907,2023-1907,STL,2027,Senior,3
Angela,Martinez,F,2023,1908,2023-1908,STB,2027,Senior,3
Kimberly,Thompson,F,2023,1909,2023-1909,STM,2027,Senior,3
Melissa,Moore,F,2023,1910,2023-1910,STB,2027,Senior,3
Amanda,Green,F,2023,1911,2023-1911,STM,2027,Senior,3
Donna,Thompson,F,2023,1912,2023-1912,STB,2027,Senior,3
Courtney,Vega,F,2023,1913,2023-1913,STM,2027,Senior,3
Ashley,Bruce,F,2023,1914,2023-1914,STM,2027,Senior,3
Kimberly,Mullen,F,2023,1915,2023-1915,STM,2027,Senior,3
Alexandra,Spence,F,2023,1916,2023-1916,STB,2027,Senior,3
Faith,Davis,F,2023,1917,2023-1917,STB,2027,Senior,3
Amanda,Klein,F,2023,1918,2023-1918,STB,2027,Senior,3
Stacey,Lamb,F,2023,1919,2023-1919,STC,2027,Senior,3
Rebecca,Vazquez,F,2023,1920,2023-1920,STM,2027,Senior,3
Kimberly,Rowe,F,2023,1921,2023-1921,STB,2027,Senior,3
Kimberly,Lambert,F,2023,1922,2023-1922,STM,2027,Senior,3
Rebecca,Thompson,F,2023,1923,2023-1923,STB,2027,Senior,3
Kristen,Moon,F,2023,1924,2023-1924,STC,2027,Senior,3
Kathryn,Gray,F,2023,1925,2023-1925,STB,2027,Senior,3
Kelly,Dixon,F,2023,1926,2023-1926,STM,2027,Senior,3
Hannah,Holmes,F,2023,1927,2023-1927,STM,2027,Senior,3
Kayla,Sanford,F,2023,1928,2023-1928,STB,2027,Senior,3
Lindsay,Morris,F,2023,1929,2023-1929,STL,2027,Senior,3
Karen,Reed,F,2023,1930,2023-1930,STM,2027,Senior,3
Amanda,Sweeney,F,2023,1931,2023-1931,STM,2027,Senior,3
Carolyn,Parker,F,2023,1932,2023-1932,STC,2027,Senior,3
Alexis,Hunter,F,2023,1933,2023-1933,STL,2027,Senior,3
Melissa,Buckley,F,2023,1934,2023-1934,STB,2027,Senior,3
Catherine,Jones,F,2023,1935,2023-1935,STC,2027,Senior,3
Angela,Collins,F,2023,1936,2023-1936,STC,2027,Senior,3
Kayla,Matthews,F,2023,1937,2023-1937,STL,2027,Senior,3
Amber,Thornton,F,2023,1938,2023-1938,STB,2027,Senior,3
Brandi,Anderson,F,2023,1939,2023-1939,STL,2027,Senior,3
Mary,Sanchez,F,2023,1940,2023-1940,STL,2027,Senior,3
Lindsay,Giles,F,2023,1941,2023-1941,STB,2027,Senior,3
Melinda,Meyers,F,2023,1942,2023-1942,STB,2027,Senior,3
Tiffany,Anderson,F,2023,1943,2023-1943,STB,2027,Senior,3
Rose,Harrison,F,2023,1944,2023-1944,STC,2027,Senior,3
Brittney,Avery,F,2023,1945,2023-1945,STM,2027,Senior,3
Emily,Miller,F,2023,1946,2023-1946,STC,2027,Senior,3
Jessica,Braun,F,2023,1947,2023-1947,STM,2027,Senior,3
Melanie,Soto,F,2023,1948,2023-1948,STM,2027,Senior,3
Maria,Melton,F,2023,1949,2023-1949,STM,2027,Senior,3
Melissa,West,F,2023,1950,2023-1950,STC,2027,Senior,3
Ashley,Chung,F,2023,1951,2023-1951,STM,2027,Senior,3
Brenda,Smith,F,2023,1952,2023-1952,STC,2027,Senior,3
Yvette,Bernard,F,2023,1953,2023-1953,STB,2027,Senior,3
Jennifer,Gordon,F,2023,1954,2023-1954,STM,2027,Senior,3
Jessica,Collier,F,2023,1955,2023-1955,STM,2027,Senior,3
Nicole,Todd,F,2023,1956,2023-1956,STL,2027,Senior,3
Carol,Reynolds,F,2023,1957,2023-1957,STL,2027,Senior,3
Jessica,Washington,F,2023,1958,2023-1958,STC,2027,Senior,3
Cristina,Long,F,2023,1959,2023-1959,STM,2027,Senior,3
Kathryn,Patterson,F,2023,1960,2023-1960,STC,2027,Senior,3
Sarah,Lowery,F,2023,1961,2023-1961,STB,2027,Senior,3
Traci,Cardenas,F,2023,1962,2023-1962,STL,2027,Senior,3
Tammy,Bird,F,2023,1963,2023-1963,STM,2027,Senior,3
Kim,Evans,F,2023,1964,2023-1964,STM,2027,Senior,3
Karen,Knox,F,2023,1965,2023-1965,STB,2027,Senior,3
Heidi,Mills,F,2023,1966,2023-1966,STL,2027,Senior,3
Nicole,Turner,F,2023,1967,2023-1967,STC,2027,Senior,3
Kristin,Woods,F,2023,1968,2023-1968,STM,2027,Senior,3
Gina,Brown,F,2023,1969,2023-1969,STM,2027,Senior,3
Kimberly,Ball,F,2023,1970,2023-1970,STC,2027,Senior,3
Karen,Love,F,2023,1971,2023-1971,STC,2027,Senior,3
Lindsay,Price,F,2023,1972,2023-1972,STC,2027,Senior,3
Kelly,Whitehead,F,2023,1973,2023-1973,STM,2027,Senior,3
Caroline,Hammond,F,2023,1974,2023-1974,STM,2027,Senior,3
Lauren,Hughes,F,2023,1975,2023-1975,STB,2027,Senior,3
Mary,Shaffer,F,2023,1976,2023-1976,STM,2027,Senior,3
Amber,Martin,F,2023,1977,2023-1977,STL,2027,Senior,3
Alexis,Murphy,F,2023,1978,2023-1978,STC,2027,Senior,3
Toni,Meyers,F,2023,1979,2023-1979,STM,2027,Senior,3
Kelli,Hoffman,F,2023,1980,2023-1980,STB,2027,Senior,3
Megan,Hooper,F,2023,1981,2023-1981,STC,2027,Senior,3
Rachael,Cochran,F,2023,1982,2023-1982,STB,2027,Senior,3
Marie,Young,F,2023,1983,2023-1983,STL,2027,Senior,3
Mary,Thompson,F,2023,1984,2023-1984,STB,2027,Senior,3
Connie,Hunt,F,2023,1985,2023-1985,STL,2027,Senior,3
Sydney,Lynch,F,2023,1986,2023-1986,STM,2027,Senior,3
Debra,Solis,F,2023,1987,2023-1987,STB,2027,Senior,3
Veronica,Charles,F,2023,1988,2023-1988,STM,2027,Senior,3
Nicole,Welch,F,2023,1989,2023-1989,STL,2027,Senior,3
Katherine,Fields,F,2023,1990,2023-1990,STL,2027,Senior,3
Ashley,Hogan,F,2023,1991,2023-1991,STM,2027,Senior,3
Lori,Bishop,F,2023,1992,2023-1992,STC,2027,Senior,3
Stephanie,Bass,F,2023,1993,2023-1993,STL,2027,Senior,3
Mary,Acosta,F,2023,1994,2023-1994,STB,2027,Senior,3
Debra,Mitchell,F,2023,1995,2023-1995,STL,2027,Senior,3
Jennifer,Beck,F,2023,1996,2023-1996,STL,2027,Senior,3
Joanna,Castillo,F,2023,1997,2023-1997,STM,2027,Senior,3
Candace,Hurley,F,2023,1998,2023-1998,STB,2027,Senior,3
Anita,Harris,F,2023,1999,2023-1999,STM,2027,Senior,3
Donna,King,F,2023,2000,2023-2000,STM,2027,Senior,3
Amber,Hall,F,2023,2001,2023-2001,STL,2027,Senior,3
Jamie,Clay,F,2023,2002,2023-2002,STM,2027,Senior,3
Grace,Henderson,F,2023,2003,2023-2003,STB,2027,Senior,3
Misty,Lynch,F,2023,2004,2023-2004,STL,2027,Senior,3
Mckenzie,Campbell,F,2023,2005,2023-2005,STC,2027,Senior,3
Sandra,Tapia,F,2023,2006,2023-2006,STM,2027,Senior,3
Belinda,Turner,F,2023,2007,2023-2007,STC,2027,Senior,3
Katelyn,Robertson,F,2023,2008,2023-2008,STB,2027,Senior,3
Patricia,Hood,F,2023,2009,2023-2009,STM,2027,Senior,3
Amy,Anderson,F,2023,2010,2023-2010,STC,2027,Senior,3
Kimberly,Adams,F,2023,2011,2023-2011,STL,2027,Senior,3
Jennifer,Johnson,F,2023,2012,2023-2012,STB,2027,Senior,3
Kim,Stewart,F,2023,2013,2023-2013,STL,2027,Senior,3
Rita,Greer,F,2023,2014,2023-2014,STB,2027,Senior,3
Cynthia,Collins,F,2023,2015,2023-2015,STL,2027,Senior,3
Virginia,Alvarado,F,2023,2016,2023-2016,STB,2027,Senior,3
Megan,Hughes,F,2023,2017,2023-2017,STB,2027,Senior,3
Lori,Myers,F,2023,2018,2023-2018,STM,2027,Senior,3
Samantha,Wilson,F,2023,2019,2023-2019,STB,2027,Senior,3
April,Hernandez,F,2023,2020,2023-2020,STL,2027,Senior,3
Shannon,Barber,F,2023,2021,2023-2021,STB,2027,Senior,3
Connie,Horn,F,2023,2022,2023-2022,STM,2027,Senior,3
Jane,Roberson,F,2023,2023,2023-2023,STL,2027,Senior,3
Teresa,Bailey,F,2023,2024,2023-2024,STC,2027,Senior,3
Susan,Jackson,F,2023,2025,2023-2025,STB,2027,Senior,3
Ann,Edwards,F,2023,2026,2023-2026,STB,2027,Senior,3
Danielle,Sherman,F,2023,2027,2023-2027,STM,2027,Senior,3
Charlene,Smith,F,2023,2028,2023-2028,STM,2027,Senior,3
Amanda,Mcguire,F,2023,2029,2023-2029,STL,2027,Senior,3
Angela,Calderon,F,2023,2030,2023-2030,STL,2027,Senior,3
Tara,Garrett,F,2023,2031,2023-2031,STB,2027,Senior,3
Nicole,Stafford,F,2023,2032,2023-2032,STL,2027,Senior,3
Meredith,Rodriguez,F,2023,2033,2023-2033,STM,2027,Senior,3
Frances,Clark,F,2023,2034,2023-2034,STM,2027,Senior,3
Heidi,Phillips,F,2023,2035,2023-2035,STL,2027,Senior,3
Jennifer,Gill,F,2023,2036,2023-2036,STB,2027,Senior,3
Terri,Walsh,F,2023,2037,2023-2037,STB,2027,Senior,3
Bonnie,Lynn,F,2023,2038,2023-2038,STM,2027,Senior,3
Hannah,George,F,2023,2039,2023-2039,STM,2027,Senior,3
Olivia,Moreno,F,2023,2040,2023-2040,STB,2027,Senior,3
Amanda,Mcbride,F,2023,2041,2023-2041,STM,2027,Senior,3
Shannon,Rodriguez,F,2023,2042,2023-2042,STC,2027,Senior,3
Sara,Robinson,F,2023,2043,2023-2043,STL,2027,Senior,3
Caroline,Ramirez,F,2023,2044,2023-2044,STC,2027,Senior,3
Chelsea,Blair,F,2023,2045,2023-2045,STM,2027,Senior,3
Tracey,Orr,F,2023,2046,2023-2046,STL,2027,Senior,3
Patricia,Doyle,F,2023,2047,2023-2047,STL,2027,Senior,3
Amanda,Smith,F,2023,2048,2023-2048,STL,2027,Senior,3
Jill,Henderson,F,2023,2049,2023-2049,STC,2027,Senior,3
Deanna,Stafford,F,2023,2050,2023-2050,STM,2027,Senior,3
Olivia,Gonzalez,F,2023,2051,2023-2051,STM,2027,Senior,3
Jennifer,Savage,F,2023,2052,2023-2052,STB,2027,Senior,3
Marissa,White,F,2023,2053,2023-2053,STB,2027,Senior,3
Mary,Silva,F,2023,2054,2023-2054,STB,2027,Senior,3
Nicole,Lopez,F,2023,2055,2023-2055,STM,2027,Senior,3
Casey,Ware,F,2023,2056,2023-2056,STL,2027,Senior,3
Melissa,Wu,F,2023,2057,2023-2057,STM,2027,Senior,3
Michelle,Reese,F,2023,2058,2023-2058,STB,2027,Senior,3
Hannah,King,F,2023,2059,2023-2059,STB,2027,Senior,3
Ann,Vincent,F,2023,2060,2023-2060,STL,2027,Senior,3
Mary,Cuevas,F,2023,2061,2023-2061,STB,2027,Senior,3
Emily,Carey,F,2023,2062,2023-2062,STB,2027,Senior,3
Tammy,Turner,F,2023,2063,2023-2063,STC,2027,Senior,3
Amanda,Shepard,F,2023,2064,2023-2064,STC,2027,Senior,3
Jennifer,Wyatt,F,2023,2065,2023-2065,STB,2027,Senior,3
Marissa,Harvey,F,2023,2066,2023-2066,STB,2027,Senior,3
Tracey,Hunter,F,2023,2067,2023-2067,STL,2027,Senior,3
Jenna,Kelly,F,2023,2068,2023-2068,STL,2027,Senior,3
Brenda,Young,F,2023,2069,2023-2069,STC,2027,Senior,3
Julia,Reilly,F,2023,2070,2023-2070,STB,2027,Senior,3
Sheri,Wilson,F,2023,2071,2023-2071,STL,2027,Senior,3
Lauren,Hughes,F,2023,2072,2023-2072,STC,2027,Senior,3
April,Morales,F,2023,2073,2023-2073,STM,2027,Senior,3
Heather,Murphy,F,2023,2074,2023-2074,STM,2027,Senior,3
Cassandra,Diaz,F,2023,2075,2023-2075,STB,2027,Senior,3
Amy,Taylor,F,2023,2076,2023-2076,STB,2027,Senior,3
Melissa,Schultz,F,2023,2077,2023-2077,STB,2027,Senior,3
Amy,Anderson,F,2023,2078,2023-2078,STM,2027,Senior,3
Susan,Cuevas,F,2023,2079,2023-2079,STL,2027,Senior,3
Stephanie,Flores,F,2023,2080,2023-2080,STL,2027,Senior,3
Christina,Smith,F,2023,2081,2023-2081,STB,2027,Senior,3
Erica,Ballard,F,2023,2082,2023-2082,STC,2027,Senior,3
Cindy,Gomez,F,2023,2083,2023-2083,STC,2027,Senior,3
Judith,King,F,2023,2084,2023-2084,STL,2027,Senior,3
Danielle,Walker,F,2023,2085,2023-2085,STB,2027,Senior,3
Brittany,Hill,F,2023,2086,2023-2086,STC,2027,Senior,3
Katherine,Pittman,F,2023,2087,2023-2087,STB,2027,Senior,3
Alexandra,Lewis,F,2023,2088,2023-2088,STM,2027,Senior,3
Stephanie,Howard,F,2023,2089,2023-2089,STC,2027,Senior,3
Rebekah,Gomez,F,2023,2090,2023-2090,STM,2027,Senior,3
Jessica,Olson,F,2023,2091,2023-2091,STL,2027,Senior,3
Christine,Coleman,F,2023,2092,2023-2092,STM,2027,Senior,3
Kristina,Garcia,F,2023,2093,2023-2093,STM,2027,Senior,3
Courtney,Barton,F,2023,2094,2023-2094,STC,2027,Senior,3
Sarah,Russell,F,2023,2095,2023-2095,STC,2027,Senior,3
Pamela,Murphy,F,2023,2096,2023-2096,STM,2027,Senior,3
Misty,Lee,F,2023,2097,2023-2097,STB,2027,Senior,3
Alexis,Kirk,F,2023,2098,2023-2098,STB,2027,Senior,3
Alyssa,Cooper,F,2023,2099,2023-2099,STM,2027,Senior,3
Angelica,Marks,F,2023,2100,2023-2100,STB,2027,Senior,3
Laura,Diaz,F,2023,2101,2023-2101,STB,2027,Senior,3
Emma,Horn,F,2023,2102,2023-2102,STC,2027,Senior,3
Sandra,Lloyd,F,2023,2103,2023-2103,STB,2027,Senior,3
Rhonda,Owens,F,2023,2104,2023-2104,STB,2027,Senior,3
Julie,Rodriguez,F,2023,2105,2023-2105,STL,2027,Senior,3
Ashley,Humphrey,F,2023,2106,2023-2106,STM,2027,Senior,3
Carrie,Martinez,F,2023,2107,2023-2107,STB,2027,Senior,3
Erica,Hoffman,F,2023,2108,2023-2108,STM,2027,Senior,3
Amanda,Smith,F,2023,2109,2023-2109,STM,2027,Senior,3
Kimberly,Rogers,F,2023,2110,2023-2110,STL,2027,Senior,3
Natasha,Barnes,F,2023,2111,2023-2111,STB,2027,Senior,3
Leslie,Garza,F,2023,2112,2023-2112,STM,2027,Senior,3
Ashley,Johnson,F,2023,2113,2023-2113,STL,2027,Senior,3
Erin,Patrick,F,2023,2114,2023-2114,STM,2027,Senior,3
Catherine,Mccarty,F,2023,2115,2023-2115,STM,2027,Senior,3
Linda,Lopez,F,2023,2116,2023-2116,STM,2027,Senior,3
Erica,Bailey,F,2023,2117,2023-2117,STL,2027,Senior,3
Susan,Johnson,F,2023,2118,2023-2118,STC,2027,Senior,3
Jennifer,Solis,F,2023,2119,2023-2119,STC,2027,Senior,3
Samantha,Miller,F,2023,2120,2023-2120,STC,2027,Senior,3
Shelley,Dean,F,2023,2121,2023-2121,STL,2027,Senior,3
Sharon,Martin,F,2023,2122,2023-2122,STL,2027,Senior,3
Mikayla,Morris,F,2023,2123,2023-2123,STL,2027,Senior,3
Cindy,Jennings,F,2023,2124,2023-2124,STL,2027,Senior,3
Lauren,Flores,F,2023,2125,2023-2125,STL,2027,Senior,3
Vanessa,Flores,F,2023,2126,2023-2126,STC,2027,Senior,3
Lauren,Swanson,F,2023,2127,2023-2127,STB,2027,Senior,3
Sarah,Smith,F,2023,2128,2023-2128,STB,2027,Senior,3
Kelly,Myers,F,2023,2129,2023-2129,STL,2027,Senior,3
Tina,Martinez,F,2023,2130,2023-2130,STM,2027,Senior,3
Stephanie,Hopkins,F,2023,2131,2023-2131,STM,2027,Senior,3
Rebecca,Ramos,F,2023,2132,2023-2132,STL,2027,Senior,3
Katherine,Brown,F,2023,2133,2023-2133,STB,2027,Senior,3
Lisa,Boyer,F,2023,2134,2023-2134,STL,2027,Senior,3
Traci,Carney,F,2023,2135,2023-2135,STM,2027,Senior,3
Brittany,Thompson,F,2023,2136,2023-2136,STC,2027,Senior,3
Teresa,Rios,F,2023,2137,2023-2137,STL,2027,Senior,3
Danielle,Sanchez,F,2023,2138,2023-2138,STL,2027,Senior,3
Jennifer,Salazar,F,2023,2139,2023-2139,STB,2027,Senior,3
April,Moreno,F,2023,2140,2023-2140,STC,2027,Senior,3
Ashley,Garner,F,2023,2141,2023-2141,STL,2027,Senior,3
Mary,Gonzalez,F,2023,2142,2023-2142,STC,2027,Senior,3
Kara,Lopez,F,2023,2143,2023-2143,STB,2027,Senior,3
Judith,Mendoza,F,2023,2144,2023-2144,STC,2027,Senior,3
Brenda,Rodriguez,F,2023,2145,2023-2145,STL,2027,Senior,3
Kristina,Morrison,F,2023,2146,2023-2146,STC,2027,Senior,3
Jacqueline,King,F,2023,2147,2023-2147,STL,2027,Senior,3
Tammy,Harrington,F,2023,2148,2023-2148,STL,2027,Senior,3
Lisa,Morales,F,2023,2149,2023-2149,STM,2027,Senior,3
April,Griffith,F,2023,2150,2023-2150,STB,2027,Senior,3
Jessica,Smith,F,2023,2151,2023-2151,STB,2027,Senior,3
Carol,Smith,F,2023,2152,2023-2152,STB,2027,Senior,3
Amber,Jones,F,2023,2153,2023-2153,STB,2027,Senior,3
Rebecca,Parker,F,2023,2154,2023-2154,STM,2027,Senior,3
Bonnie,Dalton,F,2023,2155,2023-2155,STB,2027,Senior,3
Lindsey,Vance,F,2023,2156,2023-2156,STB,2027,Senior,3
Kathleen,Gay,F,2023,2157,2023-2157,STM,2027,Senior,3
Tiffany,Maddox,F,2023,2158,2023-2158,STL,2027,Senior,3
Anne,Rogers,F,2023,2159,2023-2159,STM,2027,Senior,3
Brittany,Davis,F,2023,2160,2023-2160,STM,2027,Senior,3
Alexandra,Garcia,F,2023,2161,2023-2161,STM,2027,Senior,3
Ashley,Phillips,F,2023,2162,2023-2162,STB,2027,Senior,3
Alyssa,Boone,F,2023,2163,2023-2163,STL,2027,Senior,3
Alicia,Benjamin,F,2023,2164,2023-2164,STM,2027,Senior,3
Erica,Wood,F,2023,2165,2023-2165,STM,2027,Senior,3
Amy,Taylor,F,2023,2166,2023-2166,STM,2027,Senior,3
Kimberly,Nolan,F,2023,2167,2023-2167,STM,2027,Senior,3
Veronica,Reed,F,2023,2168,2023-2168,STL,2027,Senior,3
Christy,Vasquez,F,2023,2169,2023-2169,STB,2027,Senior,3
Emily,Mendoza,F,2023,2170,2023-2170,STL,2027,Senior,3
Deborah,Bates,F,2023,2171,2023-2171,STM,2027,Senior,3
Savannah,Mooney,F,2023,2172,2023-2172,STL,2027,Senior,3
Jamie,Wilson,F,2023,2173,2023-2173,STM,2027,Senior,3
Megan,Hebert,F,2023,2174,2023-2174,STB,2027,Senior,3
Victoria,Owens,F,2023,2175,2023-2175,STC,2027,Senior,3
Rhonda,Garrett,F,2023,2176,2023-2176,STB,2027,Senior,3
Susan,Walker,F,2023,2177,2023-2177,STL,2027,Senior,3
Mackenzie,Carpenter,F,2023,2178,2023-2178,STC,2027,Senior,3
Monica,Lawrence,F,2023,2179,2023-2179,STB,2027,Senior,3
Kathy,Tran,F,2023,2180,2023-2180,STC,2027,Senior,3
Erica,Yu,F,2023,2181,2023-2181,STC,2027,Senior,3
Amber,Mcbride,F,2023,2182,2023-2182,STM,2027,Senior,3
Heather,Bailey,F,2023,2183,2023-2183,STB,2027,Senior,3
Jenna,Bradley,F,2023,2184,2023-2184,STM,2027,Senior,3
Michelle,Osborne,F,2023,2185,2023-2185,STL,2027,Senior,3
Mary,Morris,F,2023,2186,2023-2186,STL,2027,Senior,3
Ashley,Young,F,2023,2187,2023-2187,STM,2027,Senior,3
Dawn,Dickson,F,2023,2188,2023-2188,STB,2027,Senior,3
Brittany,Miller,F,2023,2189,2023-2189,STL,2027,Senior,3
Brittany,Wells,F,2023,2190,2023-2190,STL,2027,Senior,3
Annette,Singh,F,2023,2191,2023-2191,STB,2027,Senior,3
Stephanie,Wall,F,2023,2192,2023-2192,STB,2027,Senior,3
Angela,Ramos,F,2023,2193,2023-2193,STB,2027,Senior,3
Shelley,Jones,F,2023,2194,2023-2194,STL,2027,Senior,3
Barbara,Christian,F,2023,2195,2023-2195,STB,2027,Senior,3
Carolyn,Evans,F,2023,2196,2023-2196,STL,2027,Senior,3
Darlene,Ray,F,2023,2197,2023-2197,STL,2027,Senior,3
Alexandra,Dixon,F,2023,2198,2023-2198,STB,2027,Senior,3
Donna,Huang,F,2023,2199,2023-2199,STL,2027,Senior,3
Sheri,Norris,F,2023,2200,2023-2200,STM,2027,Senior,3
Christine,Keith,F,2023,2201,2023-2201,STC,2027,Senior,3
